iter	MAPE	RMSE
941	0.0659807158	238389.2109
942	0.06593804298	238363.2269
943	0.0659277512	238352.9087
944	0.06587266186	238339.2604
945	0.06581701908	238302.8331
946	0.06581106677	238283.3243
947	0.06578807543	238207.1399
948	0.06577469577	238146.2954
949	0.06577718001	238065.2425
950	0.06575005335	238038.6215
951	0.06575476464	238030.4891
952	0.06574311799	238001.3464
953	0.06571767473	237932.6062
954	0.06572203956	237907.4773
955	0.06573591598	237820.7097
956	0.06576352467	237743.0617
957	0.06566094237	237706.8876
958	0.06564505391	237676.9927
959	0.06563103814	237645.5741
960	0.06559775989	237637.0946
961	0.06556785216	237598.2786
962	0.06552486982	237518.6567
963	0.06551014699	237468.6814
964	0.06547528108	237452.7033
965	0.06545113165	237432.0107
966	0.0654595558	237387.8097
967	0.06544915833	237370.6144
968	0.06545756139	237368.9837
969	0.06544985584	237345.0261
970	0.06543458418	237307.0474
971	0.06542180786	237289.7715
972	0.0653817507	237214.8763
973	0.06533577041	237175.0905
974	0.06531913265	237144.645
975	0.06527949928	237113.0865
976	0.06526438913	237084.9902
977	0.06526198791	237046.7839
978	0.06525363908	237018.5659
979	0.0652433619	236860.8573
980	0.06523807182	236816.7378
981	0.06523271408	236721.9807
982	0.06523079564	236635.2789
983	0.06519381199	236586.4324
984	0.0651957546	236565.5308
985	0.06515472186	236548.6702
986	0.06517266811	236536.2693
987	0.0651270511	236463.39
988	0.06510350172	236417.9745
989	0.06509785952	236395.8936
990	0.0650955707	236381.1857
991	0.06507245501	236362.6082
992	0.0650438532	236226.7549
993	0.06501153833	236202.1317
994	0.06501048759	236183.9457
995	0.06501607253	236168.6309
996	0.06502218812	236126.978
997	0.06495845035	236077.3299
998	0.06492086594	236061.0196
999	0.06490757706	236045.0411
1000	0.0648893708	236032.8226
1001	0.06488917038	236015.4975
1002	0.06485912468	235960.0551
1003	0.06481376705	235937.6353
1004	0.06480514313	235897.1847
1005	0.06477026198	235860.8168
1006	0.06473907861	235847.8301
1007	0.06466014707	235827.6193
1008	0.06463668934	235789.4629
1009	0.06464018431	235777.0381
1010	0.06465898284	235754.1261
1011	0.0645880936	235721.1207
1012	0.06450035648	235698.7107
1013	0.0644829414	235684.2984
1014	0.0645030268	235664.7268
1015	0.0644592549	235637.1119
1016	0.06444155897	235607.9818
1017	0.0644440318	235594.0507
1018	0.06439812182	235523.5731
1019	0.06437781654	235408.8983
1020	0.06435125797	235386.3138
1021	0.06437212594	235320.8119
1022	0.06434862519	235308.2177
1023	0.06435709044	235263.6683
1024	0.06434192542	235234.2533
1025	0.06432346462	235191.9165
1026	0.06430425495	235145.2506
1027	0.06428031418	235124.2046
1028	0.06427010484	235082.8003
1029	0.06424810737	235030.1237
1030	0.06423430526	234982.5794
1031	0.06422482902	234894.2795
1032	0.06422649076	234861.2611
1033	0.06421181491	234823.3072
1034	0.06418886611	234799.3073
1035	0.06419828262	234670.2997
1036	0.06418062367	234590.31
1037	0.06416600859	234558.2207
1038	0.06417928097	234496.0573
1039	0.06418754716	234408.0689
1040	0.06417971271	234381.0642
1041	0.06414275386	234356.5492
1042	0.06415082133	234303.0027
1043	0.06414426609	234229.9366
1044	0.0641416723	234182.8494
1045	0.06411033035	234153.7932
1046	0.06405577955	234108.799
1047	0.06405359463	234058.1438
1048	0.06404038887	234038.2556
1049	0.06402079754	234018.4395
1050	0.06402343293	234010.1485
1051	0.06400210574	233985.5964
1052	0.06397420706	233973.5304
1053	0.063955311	233960.163
1054	0.06392766899	233894.3076
1055	0.06387520162	233856.4997
1056	0.06387222935	233760.9053
1057	0.06387207312	233717.226
1058	0.06383146178	233642.1961
1059	0.06383545449	233611.4444
1060	0.06377145385	233591.5133
1061	0.06376041811	233569.2766
1062	0.06375254022	233537.0833
1063	0.06373933914	233510.4668
1064	0.0637503534	233499.7108
1065	0.06372579525	233470.7895
1066	0.06369163649	233462.4191
1067	0.06367710784	233391.6304
1068	0.06367045719	233349.3722
1069	0.06365092557	233331.5348
1070	0.0636115005	233294.2803
1071	0.06357034087	233254.0765
1072	0.06356955429	233222.2785
1073	0.06355464139	233196.0631
1074	0.06355648327	233184.9048
1075	0.06355806928	233153.7144
1076	0.06352782295	233127.1571
1077	0.06351759367	233060.7675
1078	0.06349765315	233023.908
1079	0.06348190692	232983.8789
1080	0.06347293647	232958.0997
1081	0.06346700099	232947.7502
1082	0.0634293036	232926.1719
1083	0.06339679078	232900.2996
1084	0.06340051064	232867.7991
1085	0.06334051401	232814.8521
1086	0.06331126319	232771.7998
1087	0.06327668038	232720.2898
1088	0.06324659149	232696.8067
1089	0.06322027144	232660.9329
1090	0.06320273941	232590.5401
1091	0.06318683434	232525.9331
1092	0.06312639223	232475.3789
1093	0.06312852663	232465.7491
1094	0.06310953861	232392.4972
1095	0.06307325985	232340.413
1096	0.06302812362	232319.6946
1097	0.06300189705	232304.3093
1098	0.06298420667	232294.7148
1099	0.06296186584	232277.9219
1100	0.06285924095	232145.1589
1101	0.06284195303	232072.5104
1102	0.06281704225	232054.7652
1103	0.06280773075	231954.654
1104	0.06281210522	231833.9641
1105	0.06279258153	231790.4099
1106	0.06273907089	231743.2925
1107	0.06274039953	231675.1041
1108	0.06273621474	231661.4322
1109	0.06266417904	231649.647
1110	0.06263156133	231621.3126
1111	0.06260916745	231554.1518
1112	0.06259551584	231513.9493
1113	0.06256388811	231482.9246
1114	0.06256557959	231469.7428
1115	0.0625563486	231455.2946
1116	0.06253511272	231434.7922
1117	0.0625168493	231380.5037
1118	0.06249967842	231342.2377
1119	0.06247322219	231237.8408
1120	0.0624549045	231140.3548
1121	0.06245859293	231111.2809
1122	0.06247542683	231094.2297
1123	0.06244005996	231031.0346
1124	0.06243797428	231016.0246
1125	0.06240817157	230988.5716
1126	0.06241941443	230979.6869
1127	0.06241607661	230913.72
1128	0.06237584554	230837.1178
1129	0.06232994694	230794.756
1130	0.06228798074	230763.6992
1131	0.06228354813	230726.6666
1132	0.06225197306	230714.6663
1133	0.06221427673	230678.9218
1134	0.06220068181	230670.8248
1135	0.06220493263	230635.6145
1136	0.06219927438	230603.8078
1137	0.06215319137	230584.8803
1138	0.06213880092	230564.1999
1139	0.06213297415	230541.8124
1140	0.06213356326	230468.4244
1141	0.06212647893	230442.1954
1142	0.06210970561	230411.7086
1143	0.06209914021	230373.3155
1144	0.06208779766	230309.6701
1145	0.06203395489	230268.6318
1146	0.06196657485	230243.5818
1147	0.0619368866	230205.4276
1148	0.06193144272	230165.0344
1149	0.06188281164	230132.1805
1150	0.06186387652	230118.958
1151	0.06185784254	230104.6771
1152	0.06180821995	230083.972
1153	0.06180069852	230065.5622
1154	0.06180176412	229967.0944
1155	0.06178960694	229959.2649
1156	0.06176399109	229929.0919
1157	0.06175125861	229912.5969
1158	0.06173991993	229897.3917
1159	0.06170981582	229880.5561
1160	0.06170057376	229873.7089
1161	0.06168824254	229851.8449
1162	0.06168245663	229821.9655
1163	0.06167849638	229792.973
1164	0.06165954118	229772.7019
1165	0.06163850846	229594.1713
1166	0.06159852866	229576.8221
1167	0.06156146075	229545.0798
1168	0.06156155221	229518.0414
1169	0.06155466473	229503.4108
1170	0.06154628329	229420.6656
1171	0.06153628311	229400.9879
1172	0.06153779627	229363.1059
1173	0.06151187304	229278.1838
1174	0.06149451225	229259.0474
1175	0.06148505999	229183.3616
1176	0.06147268753	229173.0406
1177	0.0614570176	229156.7669
1178	0.06140730437	229119.8307
1179	0.06140316734	229108.3759
1180	0.06137190331	229096.992
1181	0.06138471628	229075.7711
1182	0.06135121862	229050.7785
1183	0.06132982965	229026.7169
1184	0.06133554304	228993.0759
1185	0.06133657235	228978.3587
1186	0.0613321002	228949.475
1187	0.06132746937	228934.8653
1188	0.0613078054	228928.9313
1189	0.0612661258	228885.5712
1190	0.06123951501	228840.6399
1191	0.06119441987	228809.2735
1192	0.06120919889	228740.7862
1193	0.06118021701	228726.308
1194	0.06115553552	228675.9345
1195	0.06115836544	228652.0851
1196	0.06113293017	228633.4795
1197	0.06112648536	228616.7535
1198	0.06110844069	228592.179
1199	0.06110273341	228463.1588
1200	0.06107479552	228407.0211
1201	0.06106992513	228347.809
1202	0.06106327075	228309.0071
1203	0.06102298873	228267.836
1204	0.06101412892	228209.0538
1205	0.06099058065	228165.0248
1206	0.06099302506	228125.3862
1207	0.06098770817	228123.1661
1208	0.06099187968	228104.229
1209	0.06100314714	227994.7534
1210	0.06098649824	227951.1545
1211	0.06096382788	227938.7108
1212	0.06095308787	227929.6001
1213	0.06093916685	227893.2364
1214	0.06091881654	227821.8844
1215	0.06092629333	227794.3702
1216	0.06089530333	227782.9896
1217	0.06088514112	227768.0626
1218	0.06088989745	227754.9957
1219	0.0608948635	227713.496
1220	0.06086898146	227679.654
1221	0.06087064565	227659.2588
1222	0.06082871009	227641.6957
1223	0.06080886681	227599.6344
1224	0.06081210039	227577.9029
1225	0.06079062283	227517.8033
1226	0.06078496333	227465.3262
1227	0.06075789628	227354.9149
1228	0.06073822463	227338.1342
1229	0.06073324805	227313.3084
1230	0.06073696738	227291.6657
1231	0.06072532761	227282.8621
1232	0.06069529781	227264.3474
1233	0.06068425514	227241.447
1234	0.0606867524	227195.0876
1235	0.06066223978	227165.5496
1236	0.06064369414	227098.1313
1237	0.06064846675	227081.4177
1238	0.0606259607	227061.6284
1239	0.06060170862	227055.158
1240	0.06056598653	227037.3016
1241	0.06053809317	226994.9664
1242	0.06039618452	226961.1394
1243	0.06039148177	226938.8811
1244	0.06038383186	226925.7264
1245	0.06038792043	226906.0027
1246	0.06035482265	226886.9649
1247	0.06034161614	226870.035
1248	0.06030646754	226822.7809
1249	0.06030198014	226777.8451
1250	0.06026592047	226759.8466
1251	0.06022251588	226739.5185
1252	0.06022870048	226707.1337
1253	0.06022092761	226673.0157
1254	0.06022054004	226656.4101
1255	0.06021514645	226630.7001
1256	0.06019664875	226607.9217
1257	0.06018592351	226522.3062
1258	0.06014273004	226503.7021
1259	0.06013501742	226492.563
1260	0.06013590222	226482.4769
1261	0.06013106555	226455.0429
1262	0.06007252951	226436.4611
1263	0.06002291686	226397.2805
1264	0.059981511	226382.6783
1265	0.05998049978	226348.5979
1266	0.05998347426	226315.7119
1267	0.05997842051	226301.0418
1268	0.05997310113	226292.1572
1269	0.05995776297	226279.5861
1270	0.05995175515	226238.0255
1271	0.05994583043	226159.98
1272	0.05994349328	226139.5154
1273	0.05992351792	226045.4774
1274	0.05991957653	226023.8297
1275	0.05990729978	226004.2113
1276	0.05989107373	225977.7778
1277	0.05988027929	225968.8211
1278	0.05986076627	225925.9108
1279	0.05984181464	225908.9299
1280	0.05984473256	225885.6444
1281	0.0598395592	225844.2938
1282	0.05982695613	225784.4182
1283	0.05981655577	225764.3237
1284	0.05980629011	225731.6976
1285	0.05978819672	225727.7457
1286	0.05975331393	225680.4975
1287	0.0597388809	225669.4874
1288	0.05972894188	225637.4726
1289	0.05973053383	225598.9967
1290	0.05971512251	225583.7667
1291	0.05971108535	225567.8639
1292	0.0596943223	225521.243
1293	0.05969906532	225511.2567
1294	0.05964857214	225496.3874
1295	0.05961552443	225452.7953
1296	0.05959772153	225444.0312
1297	0.05959188216	225413.7465
1298	0.05958551963	225346.1989
1299	0.05959348851	225332.7245
1300	0.05960071556	225247.2956
1301	0.05955876674	225219.6746
1302	0.05954958728	225199.6781
1303	0.05954280441	225118.685
1304	0.05955390874	225090.8249
1305	0.05956272366	225070.1564
1306	0.05954828735	225035.6058
1307	0.05955268207	225003.0362
1308	0.05953980611	224964.6278
1309	0.05950964557	224943.1619
1310	0.0594855557	224926.3551
1311	0.05947392978	224908.0891
1312	0.05945023735	224873.4347
1313	0.05943729785	224815.0565
1314	0.05942585679	224748.3101
1315	0.05940638601	224687.4208
1316	0.05940187243	224632.7045
1317	0.0593955692	224609.7111
1318	0.05939879327	224519.7776
1319	0.05937873248	224500.9348
1320	0.05938022982	224445.7848
1321	0.0593694297	224438.3477
1322	0.05932497318	224401.817
1323	0.05931226368	224363.1529
1324	0.05930867611	224293.0898
1325	0.05929551261	224281.5363
1326	0.05928654192	224266.1489
1327	0.05922885228	224238.0273
1328	0.05921995499	224207.9448
1329	0.05921718255	224100.7222
1330	0.05921649581	224070.2341
1331	0.05921778933	224056.6444
1332	0.05920705435	224042.9373
1333	0.05918213954	224004.4813
1334	0.05918567625	223969.7035
1335	0.0591838474	223944.6061
1336	0.05915979377	223907.5857
1337	0.05915422524	223882.9906
1338	0.05910678882	223854.7477
1339	0.05908072674	223836.0141
1340	0.0590812926	223570.7034
1341	0.05906742613	223550.9588
1342	0.05907388499	223502.4047
1343	0.05907189947	223489.8789
1344	0.05905195135	223480.7599
1345	0.05904526769	223435.2957
1346	0.05903853686	223430.4235
1347	0.05902550503	223400.5429
1348	0.05902478478	223372.8696
1349	0.05900616003	223354.6531
1350	0.05898248893	223340.2461
1351	0.05898058642	223279.0374
1352	0.05896006314	223255.3543
1353	0.05893726619	223238.3923
1354	0.05894529009	223167.8185
1355	0.05893167347	223155.1164
1356	0.05891961439	223141.8384
1357	0.05889778075	223117.4467
1358	0.05888655532	223103.7951
1359	0.05888905104	223086.1813
1360	0.05888362531	223045.2711
1361	0.05886089962	223008.5476
1362	0.05886261127	222960.1561
1363	0.05884916852	222937.3993
1364	0.05882920398	222920.6424
1365	0.05881685809	222913.8663
1366	0.0588172516	222878.5218
1367	0.05879157261	222863.9044
1368	0.05875455507	222842.371
1369	0.05871008309	222802.5019
1370	0.05871365578	222685.7075
1371	0.05872262482	222579.0955
1372	0.05871485014	222569.9555
1373	0.05871704452	222529.6846
1374	0.05868146457	222455.2503
1375	0.0586660873	222440.0032
1376	0.05864781029	222428.5318
1377	0.05864679324	222406.1684
1378	0.0586483283	222393.2432
1379	0.05865327318	222376.9987
1380	0.05864213042	222350.0847
1381	0.05862041905	222344.9776
1382	0.05858661603	222338.858
1383	0.05858849342	222326.7707
1384	0.05858067806	222267.9732
1385	0.05854119804	222252.3709
1386	0.05853575244	222195.6859
1387	0.05852246557	222178.7617
1388	0.05850224211	222163.716
1389	0.05848862989	222158.5754
1390	0.05846534758	222099.4215
1391	0.05843859437	222072.2805
1392	0.05841159332	222054.2836
1393	0.05839107848	222044.2124
1394	0.05838834477	221958.6504
1395	0.05835577905	221923.8116
1396	0.05835391811	221853.9962
1397	0.05833839225	221841.0525
1398	0.05832918166	221816.1083
1399	0.05829782241	221794.4519
1400	0.05829868855	221767.8443
1401	0.05829041019	221752.2687
1402	0.05828625717	221720.855
1403	0.0582496103	221687.9223
1404	0.05823780139	221653.2983
1405	0.05822584134	221619.9543
1406	0.05823082306	221580.4772
1407	0.05819869087	221556.4629
1408	0.05815884355	221525.3512
1409	0.05814185332	221497.6023
1410	0.05813055352	221420.3564
1411	0.05811868749	221395.9248
1412	0.05811109572	221374.9218
1413	0.05810697291	221367.4301
1414	0.05809995925	221354.0303
1415	0.05810371798	221349.3034
1416	0.05809723118	221297.2409
1417	0.05805851261	221288.8465
1418	0.05802671079	221275.6007
1419	0.05801680269	221265.2182
1420	0.05801496604	221217.8651
1421	0.05795187725	221196.292
1422	0.05795042043	221155.1992
1423	0.05795257769	221140.7549
1424	0.057942185	221106.5779
1425	0.05793949276	221066.4118
1426	0.05791753479	221047.0434
1427	0.05790444582	221036.9644
1428	0.05788460647	221019.3069
1429	0.05788152653	220992.444
1430	0.05788111243	220956.4705
1431	0.05785854427	220926.8091
1432	0.05785015621	220910.3789
1433	0.05782966477	220884.8043
1434	0.05782526197	220855.367
1435	0.05781512567	220845.6828
1436	0.05780231607	220822.0212
1437	0.05777148766	220794.0737
1438	0.05777775582	220753.3723
1439	0.05775146437	220744.0474
1440	0.05774068609	220720.191
1441	0.05773652023	220704.5309
1442	0.05773528924	220690.136
1443	0.05770478791	220668.7482
1444	0.05770492408	220649.0745
1445	0.05770074483	220606.6135
1446	0.05770708486	220592.7525
1447	0.05769199608	220580.1082
1448	0.05763578659	220558.8107
1449	0.0576405962	220542.4114
1450	0.05764587158	220505.0987
1451	0.0576480766	220487.8313
1452	0.05764755715	220482.9601
1453	0.05762202562	220464.7926
1454	0.05761736992	220455.2994
1455	0.05761482719	220440.5387
1456	0.05761384873	220431.9566
1457	0.05758388468	220404.1948
1458	0.05756933233	220373.7098
1459	0.05756248277	220357.9234
1460	0.05755255794	220334.1345
1461	0.05754217287	220322.4179
1462	0.05753855915	220311.4164
1463	0.05753816746	220295.7833
1464	0.05751900833	220289.8887
1465	0.05750679801	220258.2366
1466	0.05747246402	220238.3031
1467	0.05745432206	220226.5932
1468	0.05743743102	220191.0671
1469	0.05742415035	220182.3734
1470	0.05740649622	220171.8379
1471	0.05739683241	220141.1548
1472	0.05738935627	220116.7709
1473	0.05737555939	220083.0148
1474	0.05736747985	220016.2969
1475	0.05736184297	220003.0556
1476	0.05736125752	219996.8802
1477	0.05734923553	219973.9566
1478	0.05733293491	219942.2232
1479	0.05731387029	219908.4528
1480	0.05731527407	219886.5562
1481	0.05731625621	219862.3548
1482	0.05729860733	219841.1416
1483	0.05727255566	219818.6241
1484	0.05725412422	219808.6226
1485	0.05724410463	219784.0896
1486	0.05723931752	219782.6725
1487	0.0572351485	219768.1436
1488	0.05722399617	219759.439
1489	0.05720540533	219728.6139
1490	0.05719270766	219678.0127
1491	0.05714988858	219666.845
1492	0.05714983997	219632.9994
1493	0.05714429471	219621.7706
1494	0.05712396902	219604.326
1495	0.05711833759	219447.5676
1496	0.05711238013	219427.7842
1497	0.05710236691	219416.0709
1498	0.05708511673	219400.5741
1499	0.05708776082	219356.2964
1500	0.05708869844	219341.8643
1501	0.05708555678	219326.9845
1502	0.05706205049	219310.3353
1503	0.05705674869	219288.9879
1504	0.05700915199	219272.7094
1505	0.05700957597	219212.8178
1506	0.05701239067	219177.1294
1507	0.05697734386	219157.6133
1508	0.05696089517	219142.2291
1509	0.05696546618	219110.1474
1510	0.05694795164	219080.9638
1511	0.05695256432	219045.7059
1512	0.05692574818	219012.5404
1513	0.05691766523	219000.8304
1514	0.05690817768	218995.3696
1515	0.05689522434	218988.9189
1516	0.05688963445	218980.7371
1517	0.0568881537	218973.1919
1518	0.05687486397	218966.7574
1519	0.05687212864	218934.258
1520	0.0568716317	218898.9246
1521	0.05683914625	218847.7286
1522	0.05683874445	218806.7471
1523	0.05682076051	218792.5936
1524	0.05681245968	218784.1053
1525	0.05680949934	218773.909
1526	0.05682385393	218700.0208
1527	0.05682024291	218672.1666
1528	0.05678769245	218664.3321
1529	0.05677859432	218658.6318
1530	0.05676587775	218645.1784
1531	0.05675999779	218610.7815
1532	0.05672031075	218603.9323
1533	0.05668751838	218561.736
1534	0.05667175041	218545.0901
1535	0.05666222123	218522.0868
1536	0.05664265065	218517.6798
1537	0.05662451522	218471.7702
1538	0.05658209254	218445.3703
1539	0.05657390505	218429.509
1540	0.05656627203	218415.6853
1541	0.05655383132	218403.6194
1542	0.05654597137	218396.4667
1543	0.05654009951	218369.9398
1544	0.05651355082	218355.2827
1545	0.05648070271	218329.9201
1546	0.05649000534	218283.1145
1547	0.05648357894	218220.9897
1548	0.05646387113	218205.263
1549	0.05645616896	218177.5178
1550	0.05643236844	218164.6233
1551	0.05641739819	218137.976
1552	0.05639188203	218117.7756
1553	0.05638006646	218099.18
1554	0.05637040917	218068.1585
1555	0.05636121563	218054.7043
1556	0.05635668795	218041.3068
1557	0.0563640677	217998.7286
1558	0.05635157901	217974.4109
1559	0.05634304901	217956.3298
1560	0.05633766602	217945.8131
1561	0.05632629981	217939.0971
1562	0.05630302121	217917.2321
1563	0.05629368087	217904.9129
1564	0.05629177589	217845.2676
1565	0.05629239036	217823.3238
1566	0.05628492297	217808.0018
1567	0.05626762346	217774.948
1568	0.05624894626	217767.2644
1569	0.05623536642	217752.6568
1570	0.05622792696	217745.1733
1571	0.05618753369	217726.685
1572	0.05615789015	217706.7414
1573	0.05616016984	217677.1715
1574	0.05614723328	217643.9541
1575	0.05614848024	217613.1374
1576	0.05614705999	217588.2593
1577	0.05614673137	217562.5522
1578	0.05613445924	217537.1656
1579	0.0561116368	217524.4347
1580	0.05609399635	217373.4777
1581	0.05607715834	217365.0373
1582	0.05605603987	217315.8873
1583	0.05602762319	217291.5478
1584	0.05600078942	217226.8648
1585	0.05599737131	217205.6724
1586	0.05599389806	217195.8423
1587	0.05597511557	217182.3032
1588	0.05595529566	217179.3217
1589	0.05595328844	217169.0776
1590	0.05594782685	217023.652
1591	0.05595111237	217011.2362
1592	0.05595068855	216996.7984
1593	0.05595028427	216975.9124
1594	0.05593225454	216831.9356
1595	0.05592255123	216824.1399
1596	0.05588008412	216759.0973
1597	0.05588220207	216748.204
1598	0.05584212172	216729.7331
1599	0.05580774136	216720.7165
1600	0.05578989142	216687.4049
1601	0.05578941554	216662.7851
1602	0.05579772925	216626.4628
1603	0.05577879004	216616.3529
1604	0.05578689034	216596.8128
1605	0.05578875326	216588.5287
1606	0.05578247033	216558.4654
1607	0.05576938136	216536.9828
1608	0.05576644041	216526.9206
1609	0.05574648325	216514.8022
1610	0.05571430761	216501.7448
1611	0.0557003816	216471.9601
1612	0.05569302723	216458.3683
1613	0.0556755288	216432.1736
1614	0.0556686974	216417.28
1615	0.05566471636	216352.1339
1616	0.05566557297	216311.1486
1617	0.05566188853	216195.5177
1618	0.05564569195	216181.4974
1619	0.05561464689	216148.8473
1620	0.05559873436	216136.2742
1621	0.05558070622	216124.5554
1622	0.05557562899	216082.7562
1623	0.0555728647	216059.9209
1624	0.05555821592	216057.9658
1625	0.05555198455	216050.2426
1626	0.05555084468	216027.7462
1627	0.05555201024	216019.6058
1628	0.05554134201	216012.7241
1629	0.05553089394	215990.3389
1630	0.0555279213	215969.3273
1631	0.05552198826	215949.1043
1632	0.05550357019	215932.1679
1633	0.05548130898	215914.607
1634	0.05544324524	215895.4735
1635	0.05544709692	215877.5358
1636	0.05543202598	215849.6304
1637	0.05543446999	215842.2202
1638	0.05542343484	215797.8797
1639	0.0553565072	215785.7958
1640	0.05533951358	215758.64
1641	0.05532293165	215735.3512
1642	0.05532712214	215703.183
1643	0.05532861203	215676.1377
1644	0.05532833917	215665.9782
1645	0.05532373767	215647.8872
1646	0.05530567767	215635.2794
1647	0.05530945824	215612.3827
1648	0.05528713414	215594.9714
1649	0.05526799576	215578.762
1650	0.05526255368	215564.1049
1651	0.05525400305	215549.0319
1652	0.05521355084	215539.4024
1653	0.05520227056	215532.3803
1654	0.05519523273	215514.9623
1655	0.05514307797	215490.5286
1656	0.05514339719	215459.8689
1657	0.05513141471	215448.4571
1658	0.0551176816	215440.848
1659	0.05511787224	215410.0568
1660	0.05510762433	215378.687
1661	0.05511884038	215363.1363
1662	0.055099367	215346.9362
1663	0.05507170923	215335.4007
1664	0.05505953447	215329.1102
1665	0.05503680286	215312.2503
1666	0.05503856994	215286.442
1667	0.05501831847	215278.2276
1668	0.05500534829	215264.2829
1669	0.05499953888	215243.6424
1670	0.05499739543	215224.5958
1671	0.05497822131	215209.5806
1672	0.05497778763	215177.2991
1673	0.05496758084	215086.5994
1674	0.05496809804	215077.6814
1675	0.05497272948	215067.5708
1676	0.05497890685	215061.9526
1677	0.05494432322	215047.2912
1678	0.05490888692	215035.5589
1679	0.05490444916	215020.2887
1680	0.05489470357	214971.1258
1681	0.05487341711	214961.2317
1682	0.05487814693	214946.0986
1683	0.05486849637	214929.53
1684	0.05486377181	214907.4462
1685	0.05486619402	214885.1944
1686	0.05485698737	214851.7837
1687	0.05482922667	214825.1257
1688	0.05482317239	214794.7535
1689	0.05481062025	214766.5249
1690	0.05480761132	214693.9034
1691	0.05478696787	214681.4058
1692	0.05478558497	214670.3658
1693	0.05476787317	214661.5255
1694	0.05475872608	214622.6605
1695	0.05472812955	214615.0462
1696	0.05473786861	214602.5118
1697	0.05472276332	214526.9279
1698	0.05471305821	214517.0059
1699	0.05470633862	214461.7291
1700	0.05469822491	214455.9159
1701	0.0546953065	214447.3611
1702	0.05469296656	214426.4612
1703	0.05469111871	214378.3417
1704	0.05469279936	214357.8573
1705	0.05468899669	214352.702
1706	0.05468157516	214337.8961
1707	0.05465338868	214325.2408
1708	0.05464942854	214315.9686
1709	0.05463619359	214298.8609
1710	0.05462218156	214267.0255
1711	0.05460704504	214260.7847
1712	0.05460091964	214247.346
1713	0.05458345199	214233.7364
1714	0.05458206164	214208.483
1715	0.05458886795	214198.4714
1716	0.05458895104	214179.8545
1717	0.05458548527	214163.6958
1718	0.05458552255	214131.1918
1719	0.05458131355	214120.6498
1720	0.05454271938	214106.2929
1721	0.05454388153	214097.2054
1722	0.05453413481	214085.7674
1723	0.05451545739	214064.4626
1724	0.05451985851	214053.8856
1725	0.05451727808	213975.8605
1726	0.05452654545	213903.7077
1727	0.05450224197	213892.3629
1728	0.05448704136	213876.114
1729	0.05448184516	213859.832
1730	0.05447118315	213837.3639
1731	0.05447106189	213825.0528
1732	0.05445623954	213809.0856
1733	0.0544000018	213790.8717
1734	0.05440069712	213780.2306
1735	0.0543927971	213775.8073
1736	0.05438467861	213762.0473
1737	0.05438166052	213751.7993
1738	0.05437004768	213730.7142
1739	0.05436779907	213726.6256
1740	0.05435859808	213714.3189
1741	0.05435528714	213703.7815
1742	0.05435235136	213692.0668
1743	0.05435034564	213667.9107
1744	0.05434644546	213631.9447
1745	0.05433293731	213613.0833
1746	0.05430257952	213605.6183
1747	0.05428880845	213594.1538
1748	0.0542904175	213577.9075
1749	0.05428313257	213547.0316
1750	0.0542784009	213525.2862
1751	0.05426933838	213515.176
1752	0.05426835416	213451.8996
1753	0.05426597772	213446.8986
1754	0.05424483149	213436.48
1755	0.05423502262	213424.7537
1756	0.0542394416	213411.2081
1757	0.05422886646	213400.9713
1758	0.05420822581	213371.5265
1759	0.05419820924	213365.0193
1760	0.05419558266	213324.8938
1761	0.05415907665	213309.8696
1762	0.05416147395	213265.3342
1763	0.05415702433	213234.2027
1764	0.05414513261	213221.5351
1765	0.05412555967	213208.0805
1766	0.05409693191	213193.7311
1767	0.05408783635	213114.3476
1768	0.05406254411	213098.1177
1769	0.05404667324	213087.0833
1770	0.05404620668	213073.728
1771	0.05403769974	213064.1323
1772	0.05399446873	213055.6098
1773	0.0539956229	213049.4237
1774	0.05395955404	213032.1073
1775	0.05395384198	213020.8817
1776	0.05394408149	213010.0675
1777	0.0539417971	212996.8935
1778	0.05390639277	212968.4237
1779	0.05389712124	212952.6468
1780	0.05388828956	212938.1066
1781	0.05388431304	212851.8018
1782	0.05388480231	212841.0548
1783	0.05384580245	212824.6665
1784	0.05383874662	212807.3374
1785	0.05383092373	212802.0092
1786	0.05382643323	212785.1691
1787	0.05382039715	212770.4416
1788	0.05381369285	212762.8445
1789	0.05377925074	212743.1222
1790	0.05377868197	212735.6041
1791	0.05376226726	212716.0357
1792	0.05374510601	212685.9989
1793	0.05372796068	212652.5537
1794	0.05368729889	212634.967
1795	0.05367211699	212625.6133
1796	0.05366587029	212617.0818
1797	0.05366325933	212523.3517
1798	0.0536636272	212514.7437
1799	0.05366139639	212495.4601
1800	0.05364041935	212482.8695
1801	0.05363609871	212447.6894
1802	0.05362098008	212425.093
1803	0.05361509805	212379.7075
1804	0.05362935982	212293.5461
1805	0.05363065713	212281.4277
1806	0.05361711652	212265.6586
1807	0.05360378026	212243.7339
1808	0.05359845135	212222.812
1809	0.05360429056	212206.9089
1810	0.05359295991	212196.1519
1811	0.05356653199	212188.4851
1812	0.05353983589	212178.1945
1813	0.05353064879	212150.8666
1814	0.05353417512	212146.1742
1815	0.05353351622	212130.5845
1816	0.05350789062	212117.0115
1817	0.05350375597	212105.4106
1818	0.05349496004	212071.6161
1819	0.05349848351	212065.0728
1820	0.05345595677	212059.1825
1821	0.05343620105	212042.556
1822	0.05343111834	212016.4626
