iter	Passed	Remaining
1494	869854	2039357
1495	870350	2038574
1496	870867	2037841
1497	871576	2037557
1498	872141	2036935
1499	872970	2036932
1500	873702	2036699
1501	874385	2036351
1502	875133	2036156
1503	875697	2035531
1504	876463	2035374
1505	877290	2035361
1506	877874	2034780
1507	878377	2034015
1508	878926	2033354
1509	879652	2033103
1510	880599	2033363
1511	881322	2033102
1512	882168	2033127
1513	882619	2032240
1514	883390	2032089
1515	884045	2031670
1516	884628	2031088
1517	885039	2030110
1518	885876	2030108
1519	886803	2030312
1520	887475	2029931
1521	888167	2029595
1522	888824	2029181
1523	889550	2028922
1524	890259	2028623
1525	890884	2028135
1526	891576	2027796
1527	892188	2027277
1528	892676	2026475
1529	893025	2025357
1530	893578	2024704
1531	894268	2024363
1532	894801	2023663
1533	895322	2022938
1534	896397	2023463
1535	897466	2023974
1536	897781	2022782
1537	898653	2022847
1538	899202	2022183
1539	899822	2021678
1540	900640	2021619
1541	901290	2021182
1542	901823	2020481
1543	902698	2020546
1544	903565	2020595
1545	904612	2021042
1546	905228	2020526
1547	905860	2020046
1548	906234	2018990
1549	906998	2018803
1550	908075	2019312
1551	908984	2019445
1552	909423	2018533
1553	910673	2019420
1554	911210	2018726
1555	912132	2018885
1556	912576	2017983
1557	913730	2018652
1558	914641	2018782
1559	915167	2018061
1560	916231	2018527
1561	917328	2019062
1562	918150	2018990
1563	918705	2018333
1564	919164	2017462
1565	920316	2018113
1566	920921	2017565
1567	921553	2017073
1568	922492	2017253
1569	923780	2018195
1570	924109	2017040
1571	924683	2016421
1572	925222	2015726
1573	926205	2015996
1574	926879	2015594
1575	927669	2015444
1576	928704	2015824
1577	929940	2016639
1578	930685	2016386
1579	931400	2016069
1580	932017	2015538
1581	932691	2015132
1582	933546	2015114
1583	934211	2014688
1584	934958	2014436
1585	935609	2013979
1586	936219	2013432
1587	936852	2012935
1588	937380	2012212
1589	938098	2011897
1590	938562	2011035
1591	938957	2010029
1592	939740	2009853
1593	940525	2009679
1594	940931	2008696
1595	941592	2008258
1596	942446	2008232
1597	943294	2008189
1598	943729	2007270
1599	944278	2006591
1600	944769	2005791
1601	945561	2005629
1602	946316	2005388
1603	946732	2004427
1604	947583	2004390
1605	948108	2003661
1606	948978	2003662
1607	949639	2003218
1608	950179	2002521
1609	950764	2001919
1610	951240	2001088
1611	952045	2000949
1612	952961	2001042
1613	953481	2000301
1614	954179	1999936
1615	954982	1999789
1616	955510	1999066
1617	955898	1998052
1618	956251	1996964
1619	956936	1996572
1620	957452	1995825
1621	957966	1995074
1622	958561	1994492
1623	959643	1994923
1624	960191	1994244
1625	960857	1993807
1626	961457	1993237
1627	962144	1992844
1628	962601	1991977
1629	962840	1990657
1630	963530	1990272
1631	963966	1989361
1632	964805	1989283
1633	965505	1988918
1634	965858	1987838
1635	966889	1988152
1636	967537	1987678
1637	968130	1987091
1638	968860	1986783
1639	969775	1986857
1640	970519	1986578
1641	971579	1986945
1642	972342	1986703
1643	972961	1986167
1644	973653	1985779
1645	974326	1985353
1646	974756	1984431
1647	975453	1984053
1648	976061	1983494
1649	976698	1982993
1650	977309	1982439
1651	977963	1981974
1652	978606	1981485
1653	979221	1980941
1654	979707	1980134
1655	980341	1979626
1656	980776	1978718
1657	981316	1978022
1658	982269	1978156
1659	983576	1979003
1660	984512	1979100
1661	985136	1978570
1662	985519	1977557
1663	985763	1976265
1664	986310	1975582
1665	987106	1975397
1666	987421	1974250
1667	988293	1974217
1668	989064	1973980
1669	989806	1973686
1670	991350	1974988
1671	992140	1974787
1672	992753	1974232
1673	993789	1974517
1674	994846	1974845
1675	995415	1974201
1676	996267	1974117
1677	996696	1973198
1678	996960	1971950
1679	998025	1972288
1680	998372	1971206
1681	999004	1970687
1682	999572	1970041
1683	1000598	1970299
1684	1001466	1970243
1685	1001845	1969226
1686	1002580	1968908
1687	1003824	1969589
1688	1004292	1968746
1689	1005305	1968971
1690	1006169	1968902
1691	1006764	1968308
1692	1007504	1967996
1693	1008111	1967423
1694	1008849	1967108
1695	1009557	1966732
1696	1009888	1965623
1697	1010743	1965532
1698	1011227	1964722
1699	1011850	1964179
1700	1012491	1963673
1701	1013400	1963687
1702	1014117	1963327
1703	1014943	1963176
1704	1015777	1963042
1705	1016704	1963085
1706	1017421	1962724
1707	1018041	1962173
1708	1018565	1961439
1709	1019309	1961126
1710	1019831	1960389
1711	1020534	1959997
1712	1021001	1959155
1713	1021750	1958852
1714	1022785	1959096
1715	1023603	1958925
1716	1024489	1958881
1717	1025048	1958212
1718	1026005	1958304
1719	1026584	1957672
1720	1027177	1957068
1721	1027745	1956416
1722	1028263	1955670
1723	1029033	1955402
1724	1029731	1954998
1725	1030568	1954856
1726	1031160	1954249
1727	1031943	1954004
1728	1032573	1953469
1729	1033308	1953132
1730	1034042	1952792
1731	1034530	1951989
1732	1035768	1952600
1733	1036241	1951767
1734	1037285	1952010
1735	1037815	1951283
1736	1038499	1950848
1737	1039318	1950666
1738	1039861	1949964
1739	1040200	1948881
1740	1040786	1948261
1741	1041216	1947350
1742	1042087	1947262
1743	1042655	1946609
1744	1043481	1946436
1745	1044137	1945946
1746	1044798	1945465
1747	1046040	1946066
1748	1046640	1945470
1749	1047628	1945595
1750	1048583	1945658
1751	1049423	1945506
1752	1050301	1945424
1753	1051241	1945455
1754	1052487	1946051
1755	1053584	1946371
1756	1054139	1945687
1757	1054737	1945085
1758	1055891	1945505
1759	1056501	1944922
1760	1056877	1943909
1761	1057870	1944032
1762	1058884	1944191
1763	1059922	1944392
1764	1061076	1944806
1765	1061624	1944106
1766	1062389	1943806
1767	1062797	1942852
1768	1063454	1942351
1769	1063997	1941645
1770	1064289	1940480
1771	1065266	1940565
1772	1066175	1940523
1773	1066748	1939869
1774	1067278	1939138
1775	1067672	1938162
1776	1068050	1937157
1777	1068745	1936724
1778	1069441	1936296
1779	1070371	1936289
1780	1071032	1935795
1781	1071465	1934891
1782	1072325	1934755
1783	1073449	1935097
1784	1074379	1935086
1785	1075305	1935067
1786	1076075	1934768
1787	1076555	1933946
1788	1077391	1933763
1789	1078257	1933635
1790	1078768	1932869
1791	1079346	1932222
1792	1079730	1931229
1793	1080414	1930773
1794	1081251	1930590
1795	1081909	1930087
1796	1082909	1930194
1797	1083378	1929353
1798	1084063	1928897
1799	1084952	1928804
1800	1085385	1927899
1801	1085900	1927142
1802	1086845	1927145
1803	1087696	1926984
1804	1088515	1926762
1805	1088915	1925800
1806	1089828	1925745
1807	1090427	1925134
1808	1091011	1924498
1809	1092232	1924984
1810	1092830	1924371
1811	1093714	1924261
1812	1094303	1923631
1813	1095197	1923539
1814	1095836	1922996
1815	1096225	1922016
1816	1096607	1921025
1817	1097150	1920314
1818	1097766	1919733
1819	1098649	1919617
1820	1099511	1919466
1821	1099912	1918507
1822	1100422	1917740
1823	1100839	1916813
1824	1102100	1917353
1825	1103127	1917483
1826	1103727	1916873
1827	1104499	1916559
1828	1105009	1915793
1829	1105777	1915471
1830	1106187	1914532
1831	1106734	1913829
1832	1107407	1913344
1833	1107805	1912383
1834	1108747	1912362
1835	1109375	1911799
1836	1110443	1911994
1837	1111145	1911556
1838	1111965	1911322
1839	1112672	1910893
1840	1113634	1910901
1841	1114284	1910374
1842	1114802	1909621
1843	1115869	1909806
1844	1116835	1909818
1845	1117890	1909982
1846	1118703	1909729
1847	1119433	1909336
1848	1120343	1909249
1849	1121029	1908779
1850	1121884	1908598
1851	1122909	1908704
1852	1123468	1908016
1853	1124616	1908330
1854	1124975	1907303
1855	1125578	1906691
1856	1126144	1906015
1857	1126932	1905717
1858	1127568	1905160
1859	1128444	1905007
1860	1129770	1905615
1861	1130553	1905304
1862	1131516	1905295
1863	1132464	1905262
1864	1133120	1904736
1865	1133761	1904185
1866	1134687	1904111
1867	1135297	1903507
1868	1136271	1903512
1869	1136856	1902867
1870	1137778	1902784
1871	1138683	1902671
1872	1139263	1902016
1873	1139994	1901612
1874	1141329	1902215
1875	1142056	1901804
1876	1143384	1902391
1877	1143896	1901621
1878	1144610	1901185
1879	1145200	1900545
1880	1145870	1900037
1881	1146619	1899659
1882	1147401	1899335
1883	1148523	1899575
1884	1149120	1898945
1885	1149595	1898112
1886	1150427	1897869
1887	1151200	1897529
1888	1152001	1897235
1889	1152941	1897167
1890	1153882	1897102
1891	1154912	1897181
1892	1155210	1896058
1893	1156202	1896074
1894	1156672	1895234
1895	1157192	1894476
1896	1158559	1895103
1897	1159496	1895025
1898	1160472	1895011
1899	1161177	1894553
1900	1161617	1893663
1901	1162328	1893214
1902	1163060	1892800
1903	1163865	1892503
1904	1164696	1892249
1905	1165289	1891608
1906	1166144	1891392
1907	1167210	1891517
1908	1167870	1890984
1909	1168588	1890544
1910	1169482	1890387
1911	1170410	1890286
1912	1170958	1889570
1913	1171540	1888910
1914	1172069	1888164
1915	1172582	1887393
1916	1173450	1887192
1917	1174351	1887044
1918	1175007	1886503
1919	1175442	1885606
1920	1176464	1885649
1921	1177001	1884917
1922	1177494	1884114
1923	1178570	1884241
1924	1179241	1883723
1925	1180292	1883809
1926	1181079	1883475
1927	1181666	1882821
1928	1182303	1882247
1929	1182906	1881618
1930	1183247	1880572
1931	1184001	1880183
1932	1184506	1879400
1933	1185143	1878825
1934	1185745	1878196
1935	1186861	1878380
1936	1187655	1878052
1937	1188273	1877446
1938	1188817	1876724
1939	1189793	1876684
1940	1190897	1876845
1941	1191671	1876483
1942	1192242	1875803
1943	1193031	1875465
1944	1193609	1874794
1945	1194012	1873851
1946	1194520	1873071
1947	1195288	1872701
1948	1195561	1871554
1949	1196415	1871317
1950	1197203	1870975
1951	1197803	1870340
1952	1198502	1869860
1953	1199490	1869830
1954	1200206	1869374
1955	1200957	1868974
1956	1202110	1869198
1957	1202806	1868710
1958	1203419	1868095
1959	1204364	1867994
1960	1205098	1867564
1961	1205631	1866824
1962	1206599	1866755
1963	1206996	1865804
1964	1207454	1864948
1965	1208500	1865000
1966	1209942	1865661
1967	1210885	1865550
1968	1211620	1865119
1969	1212786	1865351
1970	1213887	1865482
1971	1215053	1865711
1972	1215430	1864728
1973	1216343	1864566
1974	1217727	1865127
1975	1217896	1863825
1976	1218513	1863209
1977	1219213	1862721
1978	1220636	1863336
1979	1221483	1863070
1980	1222181	1862577
1981	1223280	1862694
1982	1224819	1863479
1983	1225465	1862905
1984	1226470	1862876
1985	1227738	1863244
1986	1228541	1862905
1987	1229875	1863373
1988	1230755	1863150
1989	1231726	1863063
1990	1232175	1862187
1991	1233024	1861916
1992	1233655	1861315
1993	1234314	1860756
1994	1235055	1860321
1995	1235796	1859886
1996	1236633	1859593
1997	1238164	1860345
1998	1239338	1860557
1999	1239732	1859598
2000	1240373	1859010
2001	1241115	1858573
2002	1242165	1858596
2003	1243009	1858312
2004	1244039	1858303
2005	1245215	1858512
2006	1245834	1857888
2007	1246655	1857565
2008	1247136	1856737
2009	1247589	1855866
2010	1247990	1854919
2011	1248402	1853989
2012	1249006	1853344
2013	1249705	1852840
2014	1250651	1852701
2015	1250999	1851677
2016	1251558	1850966
2017	1252682	1851089
2018	1253638	1850964
2019	1254005	1849967
2020	1255082	1850020
2021	1255982	1849810
2022	1257215	1850089
2023	1258217	1850027
2024	1259028	1849684
2025	1259891	1849416
2026	1260895	1849354
2027	1261610	1848869
2028	1262300	1848346
2029	1263467	1848521
2030	1264279	1848175
2031	1265073	1847803
2032	1265623	1847075
2033	1266252	1846462
2034	1266849	1845803
2035	1267639	1845423
2036	1268302	1844860
2037	1268958	1844285
2038	1269761	1843924
2039	1270512	1843488
2040	1271329	1843147
2041	1272268	1842982
2042	1273419	1843122
2043	1274111	1842599
2044	1274798	1842068
2045	1275465	1841507
2046	1276269	1841144
2047	1276907	1840542
2048	1277582	1839993
2049	1278079	1839186
2050	1279010	1839005
2051	1279897	1838761
2052	1280750	1838466
2053	1281462	1837969
2054	1282292	1837640
2055	1282875	1836957
2056	1283224	1835939
2057	1284548	1836318
2058	1285066	1835541
2059	1285378	1834472
2060	1286311	1834289
2061	1287515	1834490
2062	1288918	1834974
2063	1290110	1835157
2064	1290591	1834327
2065	1291485	1834083
2066	1292353	1833803
2067	1293200	1833493
2068	1293912	1832990
2069	1294362	1832117
2070	1295447	1832141
2071	1296376	1831944
2072	1297279	1831711
2073	1298459	1831867
2074	1299303	1831548
2075	1300017	1831045
2076	1300885	1830759
2077	1301620	1830286
2078	1303022	1830749
2079	1303865	1830426
2080	1304848	1830299
2081	1305367	1829520
2082	1306413	1829480
2083	1307044	1828858
2084	1307453	1827927
2085	1308081	1827300
2086	1308695	1826654
2087	1309966	1826926
2088	1310905	1826733
2089	1311561	1826145
2090	1312200	1825534
2091	1312949	1825075
2092	1313754	1824693
2093	1314431	1824134
2094	1315302	1823843
2095	1315987	1823296
2096	1316785	1822902
2097	1317964	1823037
2098	1318325	1822040
2099	1318994	1821468
2100	1319760	1821030
2101	1320617	1820718
2102	1321168	1819983
2103	1322407	1820195
2104	1323015	1819538
2105	1323539	1818767
2106	1324210	1818196
2107	1324888	1817636
2108	1325794	1817388
2109	1326665	1817091
2110	1327177	1816303
2111	1328365	1816438
2112	1328946	1815744
2113	1330298	1816102
2114	1330929	1815476
2115	1331289	1814479
2116	1332337	1814420
2117	1333327	1814282
2118	1334069	1813806
2119	1335254	1813929
2120	1336057	1813535
2121	1336766	1813013
2122	1337641	1812715
2123	1338344	1812184
2124	1339454	1812203
2125	1339853	1811260
2126	1341012	1811343
2127	1341946	1811123
2128	1342519	1810414
2129	1343328	1810025
2130	1343784	1809158
2131	1344494	1808635
2132	1345187	1808088
2133	1345879	1807539
2134	1346979	1807539
2135	1348388	1807951
2136	1349067	1807384
2137	1349635	1806668
2138	1350063	1805764
2139	1350951	1805476
2140	1351637	1804918
2141	1352174	1804161
2142	1353168	1804013
2143	1353787	1803365
2144	1354391	1802698
2145	1355476	1802669
2146	1356202	1802163
2147	1357461	1802365
2148	1357921	1801504
2149	1358475	1800769
2150	1358878	1799835
2151	1359438	1799108
2152	1360646	1799238
2153	1361521	1798927
2154	1362278	1798460
2155	1363224	1798242
2156	1363479	1797112
2157	1364532	1797034
2158	1365390	1796699
2159	1366323	1796462
2160	1366898	1795754
2161	1367800	1795475
2162	1368680	1795167
2163	1369438	1794698
2164	1370072	1794067
2165	1370625	1793329
2166	1371973	1793632
2167	1372624	1793022
2168	1373430	1792615
2169	1373903	1791772
2170	1374557	1791166
2171	1375264	1790630
2172	1375485	1789460
2173	1375788	1788398
2174	1376656	1788070
2175	1377471	1787674
2176	1377868	1786735
2177	1378432	1786013
2178	1378961	1785246
2179	1379473	1784456
2180	1379715	1783318
2181	1380032	1782277
2182	1380401	1781306
2183	1380996	1780626
2184	1381657	1780030
2185	1382688	1779910
2186	1384006	1780160
2187	1384556	1779420
2188	1385484	1779166
2189	1386320	1778794
2190	1386890	1778080
2191	1387347	1777222
2192	1387963	1776567
2193	1389273	1776801
2194	1390742	1777236
2195	1391944	1777328
2196	1392711	1776863
2197	1393123	1775947
2198	1393635	1775157
2199	1394205	1774443
2200	1394815	1773778
2201	1395263	1772909
2202	1396660	1773245
2203	1397103	1772369
2204	1398427	1772609
2205	1399680	1772759
2206	1400541	1772411
2207	1401191	1771796
2208	1401842	1771182
2209	1402478	1770549
2210	1403475	1770371
2211	1404088	1769709
2212	1405023	1769453
2213	1405620	1768770
2214	1406107	1767950
2215	1407141	1767817
2216	1407577	1766932
2217	1408271	1766371
2218	1408966	1765811
2219	1409828	1765460
2220	1410595	1764991
2221	1411640	1764867
2222	1412288	1764248
2223	1413001	1763710
2224	1413924	1763434
2225	1414820	1763123
2226	1416026	1763197
2227	1416974	1762949
2228	1417998	1762797
2229	1418718	1762264
2230	1419309	1761572
2231	1419730	1760668
2232	1421047	1760877
2233	1421717	1760282
2234	1422561	1759902
2235	1423212	1759284
2236	1423737	1758509
2237	1424543	1758082
2238	1425015	1757242
2239	1425650	1756605
2240	1426625	1756385
2241	1427489	1756028
2242	1427949	1755175
2243	1428647	1754612
2244	1429006	1753635
2245	1429665	1753027
2246	1430231	1752304
2247	1430801	1751585
2248	1431567	1751107
2249	1432189	1750453
2250	1432716	1749683
2251	1433124	1748768
2252	1433857	1748249
2253	1434321	1747403
2254	1435553	1747492
2255	1436294	1746982
2256	1437237	1746717
2257	1437853	1746055
2258	1438675	1745644
2259	1439315	1745011
2260	1440060	1744504
2261	1440456	1743576
2262	1441175	1743039
2263	1442018	1742651
2264	1443079	1742525
2265	1443878	1742084
2266	1445339	1742441
2267	1446034	1741872
2268	1446547	1741085
2269	1447102	1740348
2270	1447830	1739819
2271	1449137	1739985
2272	1450313	1739993
2273	1450876	1739265
2274	1451394	1738483
2275	1452119	1737949
2276	1452596	1737119
2277	1453764	1737114
2278	1454770	1736915
2279	1455764	1736701
2280	1456565	1736256
2281	1457289	1735719
2282	1458130	1735322
2283	1458863	1734795
2284	1460201	1734988
2285	1460753	1734245
2286	1461381	1733592
2287	1462277	1733259
2288	1463061	1732791
2289	1464149	1732683
2290	1464926	1732206
2291	1465571	1731573
2292	1466055	1730751
2293	1466812	1730250
2294	1467663	1729860
2295	1468099	1728981
2296	1469000	1728649
2297	1469370	1727693
2298	1470305	1727401
2299	1471280	1727155
2300	1472555	1727260
2301	1473042	1726441
2302	1473869	1726020
2303	1474849	1725778
2304	1475507	1725159
2305	1476524	1724959
2306	1478136	1725453
2307	1479090	1725177
2308	1479940	1724781
2309	1480552	1724106
2310	1481088	1723343
2311	1482002	1723020
2312	1482397	1722093
2313	1483314	1721773
2314	1484081	1721277
2315	1485190	1721179
2316	1485851	1720561
2317	1486332	1719734
2318	1487595	1719811
2319	1488367	1719321
2320	1489005	1718675
2321	1489818	1718231
2322	1490393	1717512
2323	1491228	1717093
2324	1491787	1716357
2325	1493044	1716423
2326	1493711	1715810
2327	1494380	1715199
2328	1495386	1714975
2329	1496304	1714649
2330	1496689	1713712
2331	1497244	1712970
2332	1498194	1712681
2333	1498649	1711824
2334	1499685	1711632
2335	1500212	1710859
2336	1500888	1710254
2337	1501786	1709903
2338	1502355	1709178
2339	1503385	1708976
2340	1504033	1708339
2341	1505002	1708068
2342	1505994	1707822
2343	1507247	1707870
2344	1507824	1707153
2345	1508147	1706148
2346	1509253	1706028
2347	1510031	1705538
2348	1510390	1704574
2349	1510930	1703815
2350	1511619	1703224
2351	1512631	1702996
2352	1513075	1702129
2353	1513902	1701693
2354	1515015	1701578
2355	1515601	1700870
2356	1516411	1700414
2357	1517029	1699741
2358	1518118	1699598
2359	1518979	1699197
2360	1519557	1698480
2361	1520591	1698272
2362	1521533	1697961
2363	1522241	1697389
2364	1523148	1697038
2365	1523751	1696348
2366	1524326	1695627
2367	1525209	1695250
2368	1526286	1695086
2369	1527053	1694578
2370	1528237	1694531
2371	1528584	1693558
2372	1529780	1693524
2373	1530682	1693164
2374	1531571	1692789
2375	1532662	1692637
2376	1533871	1692614
2377	1534492	1691941
2378	1535367	1691550
2379	1536239	1691154
2380	1536637	1690237
2381	1537487	1689816
2382	1538812	1689916
2383	1539653	1689485
2384	1540436	1688989
2385	1541079	1688340
2386	1542108	1688114
2387	1542790	1687508
2388	1543477	1686906
2389	1544127	1686264
2390	1544778	1685623
2391	1545665	1685240
2392	1546676	1684992
2393	1547431	1684464
2394	1548280	1684037
2395	1549271	1683765
2396	1550379	1683620
2397	1551570	1683564
2398	1552771	1683517
2399	1553906	1683398
2400	1554356	1682537
2401	1555290	1682200
2402	1556017	1681638
2403	1556819	1681158
2404	1558731	1681874
2405	1559416	1681266
2406	1560115	1680672
2407	1561296	1680597
2408	1562208	1680233
2409	1563133	1679882
2410	1563841	1679296
2411	1564583	1678748
2412	1565297	1678170
2413	1565948	1677523
2414	1567383	1677717
2415	1568282	1677335
2416	1569339	1677122
2417	1570160	1676655
2418	1571093	1676309
2419	1571755	1675672
2420	1572445	1675066
2421	1573481	1674828
2422	1574866	1674961
2423	1575574	1674373
2424	1576586	1674107
2425	1577103	1673315
2426	1578067	1672999
2427	1578329	1671936
2428	1579222	1671544
2429	1580708	1671777
2430	1581084	1670837
2431	1582177	1670654
2432	1583204	1670401
2433	1583679	1669565
2434	1584622	1669222
2435	1585319	1668620
2436	1586122	1668129
2437	1587316	1668049
2438	1587872	1667298
2439	1588471	1666593
2440	1589339	1666169
2441	1589916	1665441
2442	1590385	1664599
2443	1590927	1663833
2444	1591316	1662909
2445	1592074	1662371
2446	1592536	1661522
2447	1593148	1660831
2448	1594031	1660422
2449	1595155	1660263
2450	1596108	1659927
2451	1596456	1658960
2452	1597369	1658581
2453	1598134	1658048
2454	1598805	1657417
2455	1599349	1656655
2456	1599657	1655648
2457	1600549	1655246
2458	1601078	1654469
2459	1602408	1654519
2460	1602902	1653705
2461	1603523	1653022
2462	1604701	1652914
2463	1605451	1652363
2464	1606829	1652459
2465	1607266	1651586
2466	1608552	1651586
2467	1609462	1651198
2468	1610095	1650526
2469	1610687	1649813
2470	1611771	1649603
2471	1612707	1649241
2472	1613637	1648872
2473	1614057	1647982
2474	1614748	1647369
2475	1615240	1646553
2476	1616214	1646229
2477	1616720	1645427
2478	1617027	1644423
2479	1618054	1644152
2480	1618752	1643546
2481	1619438	1642927
2482	1620157	1642342
2483	1620914	1641795
2484	1621798	1641377
2485	1622570	1640846
2486	1623031	1639999
2487	1623496	1639156
2488	1624112	1638468
2489	1624777	1637828
2490	1625796	1637544
2491	1626294	1636736
2492	1627738	1636879
2493	1628124	1635957
2494	1629351	1635882
2495	1630088	1635312
2496	1630901	1634820
2497	1631743	1634356
2498	1632791	1634098
2499	1633487	1633487
2500	1634279	1632972
2501	1634622	1632008
2502	1635316	1631396
2503	1636276	1631049
2504	1637236	1630700
2505	1638144	1630299
2506	1638641	1629491
2507	1639436	1628978
2508	1640602	1628832
2509	1642124	1629040
2510	1642830	1628437
2511	1643379	1627678
2512	1644170	1627159
2513	1644827	1626507
2514	1645785	1626153
2515	1646585	1625643
2516	1647184	1624934
2517	1647685	1624127
2518	1648262	1623397
2519	1649033	1622857
2520	1649894	1622406
2521	1650796	1621996
2522	1652279	1622154
2523	1653632	1622184
2524	1654903	1622132
2525	1655502	1621422
2526	1656740	1621337
2527	1657416	1620701
2528	1658615	1620577
2529	1659528	1620172
2530	1660479	1619804
2531	1661398	1619404
2532	1662170	1618861
2533	1663355	1618719
2534	1664213	1618258
2535	1664637	1617376
2536	1665258	1616685
2537	1665520	1615647
2538	1666394	1615201
2539	1666958	1614455
2540	1667260	1613456
2541	1667832	1612718
2542	1668939	1612498
2543	1670181	1612407
2544	1671332	1612227
2545	1672426	1611992
2546	1672859	1611121
2547	1673920	1610853
2548	1674620	1610237
2549	1675227	1609531
2550	1676076	1609059
2551	1676877	1608540
2552	1677785	1608124
2553	1678050	1607091
2554	1679042	1606755
2555	1679643	1606043
2556	1680574	1605648
2557	1681462	1605211
2558	1682343	1604767
2559	1683356	1604448
2560	1684627	1604375
2561	1686292	1604676
2562	1686839	1603912
2563	1687711	1603457
2564	1688959	1603359
2565	1689532	1602619
2566	1690367	1602128
2567	1690957	1601405
2568	1691374	1600518
2569	1692208	1600026
2570	1693777	1600227
2571	1694584	1599708
2572	1695104	1598918
2573	1696089	1598568
2574	1696640	1597807
2575	1697305	1597154
2576	1698596	1597088
2577	1699289	1596462
2578	1700316	1596148
2579	1701488	1595969
2580	1701976	1595149
2581	1702655	1594508
2582	1703318	1593852
2583	1704046	1593257
2584	1704675	1592568
2585	1705568	1592127
2586	1706150	1591395
2587	1707014	1590926
2588	1707920	1590496
2589	1709520	1590711
2590	1710429	1590283
2591	1710929	1589474
2592	1711364	1588605
2593	1712026	1587947
2594	1712399	1587021
2595	1713657	1586915
2596	1714127	1586079
2597	1714551	1585200
2598	1715290	1584613
2599	1715797	1583813
2600	1717151	1583793
2601	1717811	1583132
2602	1719073	1583026
2603	1719771	1582400
2604	1721005	1582267
2605	1721717	1581654
2606	1722405	1581018
2607	1722917	1580221
2608	1723870	1579828
2609	1724593	1579225
2610	1725316	1578621
2611	1726367	1578317
2612	1727160	1577777
2613	1727709	1577013
2614	1728504	1576475
2615	1729389	1576018
2616	1730221	1575512
2617	1730972	1574933
2618	1731926	1574538
2619	1732478	1573778
2620	1732860	1572863
2621	1733398	1572090
2622	1734424	1571760
2623	1734829	1570866
2624	1735761	1570450
2625	1736334	1569709
2626	1736803	1568875
2627	1737784	1568502
2628	1738456	1567850
2629	1739763	1567772
2630	1740409	1567096
2631	1741604	1566914
2632	1742397	1566371
2633	1743203	1565838
2634	1744266	1565536
2635	1745149	1565073
2636	1745950	1564535
2637	1747088	1564299
2638	1747556	1563463
2639	1748072	1562671
2640	1749224	1562445
2641	1750017	1561900
2642	1750315	1560913
2643	1751452	1560674
2644	1752232	1560116
2645	1752904	1559462
2646	1753458	1558703
2647	1754520	1558395
2648	1754943	1557520
2649	1755178	1556479
2650	1755626	1555627
2651	1756199	1554885
2652	1757398	1554698
2653	1758660	1554565
2654	1759922	1554432
2655	1761244	1554351
2656	1762236	1553978
2657	1762642	1553088
2658	1763808	1552868
2659	1765009	1552677
2660	1765826	1552148
2661	1766878	1551826
2662	1767543	1551163
2663	1768495	1550753
2664	1769494	1550382
2665	1770196	1549752
2666	1770993	1549204
2667	1771810	1548673
2668	1772524	1548053
2669	1773266	1547457
2670	1773942	1546803
2671	1775236	1546688
2672	1775929	1546048
2673	1776703	1545479
2674	1778095	1545447
2675	1779185	1545152
2676	1779801	1544444
2677	1781048	1544284
2678	1781831	1543721
2679	1783156	1543628
2680	1783999	1543116
2681	1784737	1542513
2682	1785397	1541843
2683	1786243	1541333
2684	1787046	1540786
2685	1787746	1540150
2686	1788872	1539881
2687	1789625	1539291
2688	1790263	1538601
2689	1791132	1538109
2690	1792644	1538170
2691	1793502	1537668
2692	1794438	1537233
2693	1795402	1536821
2694	1796572	1536586
2695	1797166	1535857
2696	1798079	1535401
2697	1799192	1535115
2698	1800195	1534734
2699	1801564	1534666
2700	1802616	1534326
2701	1803443	1533794
2702	1803929	1532973
2703	1804267	1532025
2704	1805016	1531427
2705	1805600	1530690
2706	1805971	1529771
2707	1806333	1528846
2708	1807125	1528285
2709	1807925	1527730
2710	1808782	1527223
2711	1809225	1526367
2712	1809986	1525779
2713	1810810	1525243
2714	1811850	1524890
2715	1812483	1524194
2716	1813313	1523663
2717	1813991	1523005
2718	1814632	1522316
2719	1815182	1521549
2720	1816011	1521017
2721	1817089	1520694
2722	1817404	1519732
2723	1818413	1519349
2724	1818815	1518460
2725	1819778	1518039
2726	1820960	1517801
2727	1821875	1517339
2728	1822617	1516732
2729	1823171	1515970
2730	1823667	1515160
2731	1825088	1515116
2732	1826200	1514817
2733	1826843	1514128
2734	1827926	1513803
2735	1828400	1512974
2736	1829290	1512489
2737	1829857	1511737
2738	1831041	1511494
2739	1831702	1510820
2740	1833137	1510783
2741	1834037	1510305
2742	1834458	1509432
2743	1835921	1509416
2744	1837096	1509163
2745	1838354	1508976
2746	1839523	1508716
2747	1840255	1508098
2748	1840704	1507248
2749	1841448	1506639
2750	1842288	1506109
2751	1843254	1505681
2752	1844436	1505429
2753	1844849	1504550
2754	1845623	1503965
2755	1846382	1503367
2756	1847338	1502931
2757	1847928	1502196
2758	1848701	1501609
2759	1849588	1501115
2760	1850182	1500383
2761	1850754	1499633
2762	1851315	1498875
2763	1852236	1498408
2764	1852936	1497762
2765	1853946	1497366
2766	1854598	1496681
2767	1855326	1496057
2768	1856387	1495702
2769	1857915	1495722
2770	1859061	1495434
2771	1859646	1494694
2772	1861364	1494864
2773	1862119	1494260
2774	1863067	1493810
2775	1864406	1493674
2776	1864652	1492662
2777	1865527	1492153
2778	1866620	1491818
2779	1867166	1491046
2780	1867548	1490143
2781	1868133	1489403
